Disease,Herb ID,Herb name,distance,Z-score,Mean-value,stand_deviation,p-value
Cough Variant Asthma,H3794,MA HUANG,1.8121442125237193,-3.214844092190083,1.906641366223909,0.029394008228814113,0.0
Cough Variant Asthma,H7458,ZI SU YE,2.026578073089701,1.4601181138915025,1.9671096345514951,0.04072851228433222,0.9
