Pinyin Name,herb-id
LIU LI CAO,H3590
LIU LI FAN LV,H3591
LIU LI JU,H3592
LIU QIU SHE GEN CAO,H3593
LIU SHAN,H3594
LIU SHAN HU,H3595
LIU SHEN QU,H3596
LIU SU LI LU,H3597
LIU SU SHI HU,H3598
LIU TU HU JIAO,H3599
LIU YE BAI QIAN,H3600
LIU YE CAI HUANG QIN,H3601
LIU YE CEN,H3602
LIU YE MU LAN,H3603
LIU YI SAN,H3604
LIU ZHI,H3605
LIU ZHUANG DAN YE YUN XIANG,H3606
LIU ZI SAI JIN LIAN MU,H3607
LIVERWORT  TYLIMANTHUS RENIFOLIUS .,H3608
LONG BAI,H3609
LONG CHI,H3610
LONG CHUAN HUA,H3611
LONG DAN,H3612
LONG DAN CAO,H3613
LONG DAN JIN GAO,H3614
LONG GU,H3615
LONG HAO,H3616
LONG KUI,H3617
LONG KUI GEN,H3618
LONG KUI ZI,H3619
LONG LI YE,H3620
LONG NAO GAO XIANG,H3621
LONG SHENG XIANG CHA CAI,H3622
LONG SHU DU JUAN,H3623
LONG TU ZHU,H3624
LONG XIAN XIANG,H3625
LONG XU CAO,H3626
LONG XU CAO II,H3627
LONG XU TENG,H3628
LONG XUE SHU,H3629
LONG YA CAO,H3630
LONG YAN DU HUO,H3631
LONG YAN JING,H3632
LONG YAN ROU,H3633
LONG YAN YE,H3634
LOU DI QING MEI.,H3635
LOU DOU PAO NANG CAO,H3636
LOU GU,H3637
LOU LAN ZI,H3638
LOU LU,H3639
LU BEI GUI HUA.,H3640
LU BIAN,H3641
LU BIAN QING,H3642
LU BIAN ZI CAO,H3643
LU BIAN ZL CAO,H3644
LU BO HUA LING CAO,H3645
LU CAO,H3646
LU CONG,H3647
LU CUI QUE,H3648
LU DE WEI HAO,H3649
LU DI MIAN,H3650
LU DL MIAN,H3651
LU DOU,H3652
LU DOU HUA,H3653
LU DOU LE HUA,H3654
LU DOU PI,H3655
LU DOU YA,H3656
LU DOU YE,H3657
LU E MEI,H3658
LU GAN BAI,H3659
LU GAN SHI,H3660
LU GEN,H3661
LU HAN CAO,H3662
LU HUI,H3663
LU JIAO,H3664
LU JIAO CAI,H3665
LU JIAO JIAO,H3666
LU JIAO QI SHU,H3667
LU JIAO SHUANG,H3668
LU LI LU,H3669
LU LU TONG,H3670
LU RONG,H3671
LU RONG JIAO,H3672
LU RUI WU TOU,H3673
LU SHAN SHI WEI,H3674
LU SHAN XIANG CHA CAI,H3675
LU SHENG GE JUN,H3676
LU SHI DONG LING CAO,H3677
LU SHUI CAO,H3678
LU SHUI CAO II,H3679
LU SUI GE MU,H3680
LU SUN PIAN,H3681
LU TAI,H3682
LU TANG SONG CAO,H3683
LU XIAN CAO,H3684
LU YI CI JU,H3685
LU YING,H3686
LU YU SHU,H3687
LU ZHU GEN,H3688
LUAN BAN ZAO ZHUI,H3689
LUAN DA SHAN ZHANG YA CAI,H3690
LUAN HUA,H3691
LUAN SHU,H3692
LUAN YE HU JI SHENG,H3693
LUAN YE HU JIAO,H3694
LUAN YE MEI DENG MU,H3695
LUAN YE SAN ZHE MAI ZI WAN,H3696
LUAN YE TENG HUANG,H3697
LUAN YE TIAN JIE CAI,H3698
LUAN YE WA ER TENG,H3699
LUAN YE YIN LIAN HUA,H3700
LUAN YUAN CHANG CHUN HUA,H3701
LUE DA AO DING ZAO,H3702
LUN HUAN TENG,H3703
LUN SHENG SHAN XIANG,H3704
LUO  YU SHAN,H3705
LUO BO HUA LING CAO,H3706
LUO BU MA,H3707
LUO BU MA YE,H3708
LUO DE DA,H3709
LUO DI DAN CAO,H3710
LUO DI SHENG GEN,H3711
LUO E YE XIA ZHU,H3712
LUO FU MU,H3713
LUO FU MU JING YE,H3714
LUO GUO DI,H3715
LUO HAN BAI,H3716
LUO HAN GUO,H3717
LUO HAN SONG SHI,H3718
LUO HAN SONG YE,H3719
LUO HUA NAN MEI ROU DOU KOU.,H3720
LUO HUA SHENG,H3721
LUO HUA SHENG YE,H3722
LUO HUA SHENG YOU,H3723
LUO HUA SHENG ZHI YE,H3724
LUO JI SHAN YUAN BAI,H3725
LUO JING ER CAO,H3726
LUO KE SI BAO MI ZI LAN,H3727
LUO KUI HUA,H3728
LUO KUI SHU,H3729
LUO LE,H3730
LUO LE ZI,H3731
LUO MO,H3732
LUO MO ZI,H3733
LUO SAN SHU,H3734
LUO SHI TENG,H3735
LUO SUI TUN CAO,H3736
LUO TUO CI,H3737
LUO TUO HAO,H3738
LUO TUO PENG,H3739
LUO TUO PENG ZI,H3740
LUO XI YANG ER SUAN,H3741
LUO XIAO E TAI.,H3742
LUO XIN FU,H3743
LUO XUAN JIN HE HUAN,H3744
LUO XUAN ZAO,H3745
LUO YAN CAO,H3746
LUO YE SONG,H3747
LUO YE SONG YE JIN SI TAO,H3748
LUO YU SHAN,H3749
LV BAI TIAN XIAN TENG,H3750
LV CAO,H3751
LV CHA,H3752
LV DOU,H3753
LV GAN BAI,H3754
LV HAI KUI,H3755
LV LI LU,H3756
LV PI,H3757
LV RONG HAO,H3758
LV SONG GUO,H3759
LV SONG JIA MI,H3760
LV SONG QIU MAO,H3761
LV SUN PIAN,H3762
LV TANG SONG CAO,H3763
LV TI CAO YE TUO WU,H3764
LV TI GEN CAO,H3765
LV XIAN REN ZHANG,H3766
LV YUAN SUAN,H3767
LV ZI SHAN XIAO JU.,H3768
MA  ER SHAN WU TOU,H3769
MA BAO,H3770
MA BI MU,H3771
MA BIAN CAO,H3772
MA BING LANG,H3773
MA BO,H3774
MA CAN DOU,H3775
MA CHANG LI ZI JIN,H3776
MA CHI XIAN,H3777
MA DAN GUO,H3778
MA DAO CHOU TAN,H3779
MA DAO HA NI MU,H3780
MA DAO HUANG LIAN SHU,H3781
MA DAO SI WO CI DOU,H3782
MA DE LI MIAN ZAO ER,H3783
MA DOU LING,H3784
MA DU LA ZHU SHI DOU,H3785
MA ER SHAN WU TOU,H3786
MA FEN,H3787
MA FENG MU,H3788
MA FENG SHU,H3789
MA GEN,H3790
MA GUI HUA,H3791
MA HUA,H3792
MA HUA JIAO,H3793
MA HUANG,H3794
MA HUANG GAO,H3795
MA HUANG GEN,H3796
MA HUANG JIN GAO,H3797
MA LA BA CHU,H3798
MA LA BA YANG TI JIA,H3799
MA LAI BAN DAO RAN MU SHU,H3800
MA LAI XI YA HUANG YANG,H3801
MA LAI XI YA MAI MA TENG,H3802
MA LAI XI YA RUI MU,H3803
MA LAN GEN,H3804
MA LAN YE,H3805
MA LIAN,H3806
MA LIN,H3807
MA LIN ZI,H3808
MA LING SHU,H3809
MA LIU JIA YU TENG,H3810
MA LIU YE,H3811
MA NIAO PAO,H3812
MA NIU XI,H3813
MA OU LING,H3814
MA PI,H3815
MA QIAN ZI,H3816
MA QIAN ZI FEN,H3817
MA REN,H3818
MA SANG,H3819
MA SANG GEN,H3820
MA SANG SHU PI,H3821
MA SANG YE,H3822
MA SANG YU MA SANG JI SHENG,H3823
MA SHAN QIAN HU,H3824
MA SHI DA HUANG,H3825
MA SHI JIN YAO,H3826
MA SHI LU HUI,H3827
MA SHI XIANG KE KE,H3828
MA SHI XIANG LIAO,H3829
MA SHI XIANG RI KUI,H3830
MA SI TE SI DU YING,H3831
MA TI WEN TIAN ZHU KUI,H3832
MA TI YE,H3833
MA TONG,H3834
MA TONG HUA,H3835
MA WEI LIAN,H3836
MA WEI SHAN,H3837
MA WEI SONG YE,H3838
MA YE,H3839
MA YE QIAN LI GUANG,H3840
MA YI LIAN,H3841
MA YI SONG GEN,H3842
MA YI SONG SHU GEN,H3843
MA YIN HUA,H3844
MA YOU,H3845
MA ZHUANG QIE,H3846
MA ZI REN,H3847
MAI DONG,H3848
MAI DONG MEN,H3849
MAI DONG ROU,H3850
MAI DU CAO,H3851
MAI JIA GONG,H3852
MAI JIAO,H3853
MAI KE LIN JIU,H3854
MAI MA TENG,H3855
MAI MEN DONG,H3856
MAI XIAN WENG,H3857
MAI YA,H3858
MAI YA QU,H3859
MAIN HUA GEN,H3860
MAIN MA,H3861
MAM TUO LUO GEN,H3862
MAN CHANG CHUN HUA,H3863
MAN GE YING ZHAO,H3864
MAN HUO XIANG.,H3865
MAN JIANG HONG,H3866
MAN JING YE,H3867
MAN JING ZI,H3868
MAN JIU JIE,H3869
MAN LI YU,H3870
MAN NI DUO TAN CAO.,H3871
MAN NI PU ER SHI DA GONG LAO,H3872
MAN SHAN HONG,H3873
MAN SHAN HONG YOU,H3874
MAN SHENG JUAN BAI,H3875
MAN SUO NI YA XIN CAI,H3876
MAN TENG HUANG,H3877
MAN TUO LUO,H3878
MAN TUO LUO GEN,H3879
MAN TUO LUO JIN GAO,H3880
MAN TUO LUO YE,H3881
MAN TUO LUO ZI,H3882
MAN XING QIAN JIN BA,H3883
MAN YUE MEI,H3884
MAN ZHI LONG DAN,H3885
MANG  GUO HE,H3886
MANG GUO,H3887
MANG GUO HE,H3888
MANG GUO SHU PI,H3889
MANG GUO YE,H3890
MANG JING,H3891
MANG NIU ER MIAO,H3892
MANG QI GU,H3893
MANG SHE,H3894
MANG XIAO,H3895
MAO BA JIAO FENG,H3896
MAO BAI YANG,H3897
MAO CAO LONG,H3898
MAO CAO YE,H3899
MAO CHUN BEI MU LAN,H3900
MAO CI JIN JI ER,H3901
MAO DA DING CAO,H3902
MAO DAO DI LING,H3903
MAO DI HUANG,H3904
MAO DI HUANG SHU WEI CAO,H3905
MAO DI QIAN.,H3906
MAO DONG QING,H3907
MAO DOU,H3908
MAO DU XING CAI,H3909
MAO E MEI,H3910
MAO E XIANG CHA CAI,H3911
MAO GAO CAI,H3912
MAO GEN,H3913
MAO GENG HONG MAO WU JIA,H3914
MAO GENG XI XIAN,H3915
MAO GENG XIA YE XIANG CHA CAI,H3916
MAO GOU TENG,H3917
MAO GUAN ZHONG,H3918
MAO GUO DI JIN,H3919
MAO GUO DU JUAN,H3920
MAO GUO HAN XIAO,H3921
MAO GUO MA LI JIN,H3922
MAO GUO QI,H3923
MAO GUO SHAO YAO,H3924
MAO GUO SUAN PAN ZI,H3925
MAO GUO TIAN JIE CAI,H3926
MAO GUO XIANG CHA CAI,H3927
MAO GUO YANG,H3928
MAO GUO YI HE GUO,H3929
MAO GUO YI ZHI HUANG HUA,H3930
MAO GUO YU TENG,H3931
MAO GUO YUN XIANG.,H3932
MAO HANG ZI SHAO,H3933
MAO HE ZI,H3934
MAO HOU QIAO RUI HUA,H3935
MAO HUA MAO DI HUANG,H3936
MAO HUA MI HOU TAO,H3937
MAO HUA SHI NAN,H3938
MAO HUANG BO,H3939
MAO JIAN QIU LUO,H3940
MAO JIE XIE CAO,H3941
MAO JU,H3942
MAO LIAN  HAO,H3943
MAO LIAN HAO,H3944
MAO LIANG MIAN ZHEN,H3945
MAO LIE FENG DOU CAI,H3946
MAO MA CHI XIAN,H3947
MAO MAI LIAO.,H3948
MAO MAI WU ZHU YU,H3949
MAO MAN TUO LUO GEN,H3950
MAO MAN TUO LUO HUA,H3951
MAO MAN TUO LUO YE,H3952
MAO MAN TUO LUO ZI,H3953
MAO MEI,H3954
MAO PAO TONG,H3955
MAO REN GE JUN.,H3956
MAO RUI HUA,H3957
MAO SHAN ZHA,H3958
MAO SHI JUN ZI,H3959
MAO SHU,H3960
MAO SHU MEI.,H3961
MAO SUI HU JIAO,H3962
MAO TOU RU GU,H3963
MAO XIAN MAO,H3964
MAO XIAN ZHU JU TAI,H3965
MAO XIANG H UA,H3966
MAO XIANG HUA,H3967
MAO XU CAO,H3968
MAO YAN CAO,H3969
MAO YANG MEI,H3970
MAO YE BA DOU,H3971
MAO YE FAN LI ZHI,H3972
MAO YE JIA YING ZHAO GEN,H3973
MAO YE LI LU,H3974
MAO YE SHI NAN,H3975
MAO YE WEI LING XIAN,H3976
MAO YE WEI MAO,H3977
MAO YE XIANG CHA CAI,H3978
MAO YU TENG,H3979
MAO ZHANG YA CAI,H3980
MAO ZHAO CAO,H3981
MAO ZHI HUA,H3982
MAO ZHI JUAN BAI,H3983
MAO ZHU MA QIAN,H3984
MAO ZHU YE HUA JIAO,H3985
MAO ZHUA CAO,H3986
MEI GUAN MA XIAN HAO,H3987
MEI GUI HONG JIN,H3988
MEI GUI HUA,H3989
MEI GUO BIAN FU GE,H3990
MEI GUO BO HE,H3991
MEI GUO CI JIAO,H3992
MEI GUO HAI MO JU,H3993
MEI GUO KE YA SHU,H3994
MEI GUO QING TENG,H3995
MEI GUO SHAN HE TAO,H3996
MEI GUO XIA LA MEI,H3997
MEI GUO ZI,H3998
MEI HE REN,H3999
MEI HUA,H4000
MEI HUA FENG MAO JU,H4001
MEI HUA SHI HU,H4002
MEI LI BU KU,H4003
MEI LI FAN HONG HUA,H4004
MEI LI HAI YING SU,H4005
MEI LI HE BAO MU DAN,H4006
MEI LI HONG DOU SHAN,H4007
MEI LI HUA  QIU,H4008
MEI LI HUA QIU,H4009
MEI LI MA LI JIN,H4010
MEI LI MA ZUI MU,H4011
MEI LI MAO ZHU MU,H4012
MEI LI TE LE JU.,H4013
MEI LI TENG HUANG,H4014
MEI LI XIN MU JIANG ZI,H4015
MEI LI XUAN FU HUA,H4016
MEI LI YE HUI MAO DOU,H4017
MEI LI YIN BEI TENG,H4018
MEI LI YIN ZHU SHI DOU,H4019
MEI LI ZHU SHI DOU,H4020
MEI SHANG LU,H4021
MEI SUI XIAO BO,H4022
MEI TE NI DU JUAN HUA,H4023
MEI WEI CHI JUN,H4024
MEI WEI HONG GU,H4025
MEI WEI MI HOU TAO,H4026
MEI XIANG,H4027
MEI YI,H4028
MEI YUAN ZHI,H4029
MEI ZHOU CHA MU,H4030
MEI ZHOU CI TONG,H4031
MEI ZHOU GAN CAO,H4032
MEI ZHOU GUAN YIN LIAN,H4033
MEI ZHOU HUA JIAO,H4034
MEI ZHOU JIN LU MEI,H4035
MEI ZHOU JIN LV MEI,H4036
MEI ZHOU KU MU,H4037
MEI ZHOU LU QI MU,H4038
MEI ZHOU MAN MI PING GUO,H4039
MEI ZHOU NAN SHE TENG,H4040
MEI ZHOU SAN BAI CAO,H4041
MEI ZHOU SUAN GUO LUO,H4042
MEI ZHOU TUN CAO,H4043
MEI ZHOU XUE GEN CAO,H4044
MEI ZHOU YE BAI HE,H4045
MEI ZHOU YU,H4046
MENG CHONG,H4047
MENG DA NA CHUN HUANG JU,H4048
MENG DA NA SHAN XIAO JU,H4049
MENG DA NA YUN XIANG,H4050
MENG DA NA ZI JIN,H4051
MENG GU CAO SU,H4052
MENG GU CE CAI SU,H4053
MENG GU CE JIN ZHAN HUA,H4054
MENG GU FENG MAO JU,H4055
MENG GU HAO,H4056
MENG GU HUANG QI,H4057
MENG GU LI,H4058
MENG GU SHAN LUO BO,H4059
MENG GU XIU XIAN JU,H4060
MENG MAI ROU DOU KOU,H4061
MENG SANG,H4062
MENG SHI,H4063
MENG ZI CAO HU JIAO,H4064
MENG ZONG ZHU,H4065
MI  HUA TUN CAO,H4066
MI DIE XIANG,H4067
MI DIE XIANG YE QIAN LI GUANG,H4068
MI GAN CAO,H4069
MI GUO HUANG GUA,H4070
MI HAO,H4071
MI HOU LI,H4072
MI HOU LI GEN,H4073
MI HOU TAO,H4074
MI HOU TAO GEN,H4075
MI HOU TAO TENG ZHONG ZHI,H4076
MI HOU TAO ZHI YE,H4077
MI HUA DOU,H4078
MI HUA MEI DEMG MU,H4079
MI HUA MEI DENG MU,H4080
MI HUA SHI DOU LAN,H4081
MI HUA SHI HU,H4082
MI HUA TUN CAO,H4083
MI HUA WA ER TENG,H4084
MI HUA XIANG MAO,H4085
MI HUA YAN FENG,H4086
MI HUAN JUN,H4087
MI HUO DA JI.,H4088
MI JIU,H4089
MI KUAN DONG HUA,H4090
MI LA,H4091
MI LAN HUA,H4092
MI MA HUANG,H4093
MI MAI E ZHANG CHAI,H4094
MI MENG HUA,H4095
MI PI KANG,H4096
MI PU LUO TI YA MU,H4097
MI SAN QIAN LI GUANG,H4098
MI SHI MA QIAN ZI,H4099
MI SI KE HUANG TAN,H4100
MI SUI HUA SHE BIAM JU,H4101
MI SUI HUA SHE BIAN JU,H4102
MI TI BING HUA JU.,H4103
MI XIAO YING QIN,H4104
MI YING SU KE,H4105
MI ZI LAN,H4106
MI ZI WAN,H4107
MIAN BAO GUO,H4108
MIAN BI XIE,H4109
MIAN DA JI,H4110
MIAN GEN TENG,H4111
MIAN HUA,H4112
MIAN HUA GEN,H4113
MIAN HUA KE,H4114
MIAN HUA ZI,H4115
MIAN JING ZI,H4116
MIAN MA,H4117
MIAN MA GUAN ZHONG,H4118
MIAN MAO GOU TENG,H4119
MIAN MAO GUO XIANG CHA CAI,H4120
MIAN MAO HUANG QI,H4121
MIAN MAO MA DOU LING,H4122
MIAN MAO WA ER TENG,H4123
MIAN MAO XIE HAO,H4124
MIAN NING WU TOU,H4125
MIAN TENG,H4126
MIAN TOU XUE LIAN,H4127
MIAN TOU YE,H4128
MIAN YA,H4129
MIAN YE MA FENG SHU,H4130
MIAN ZAO,H4131
MIAN ZAO ER,H4132
MIAN ZI YOU,H4133
MIN HUAI,H4134
MIN WAN BA JIAO,H4135
MING DANG SHEN,H4136
MING SONG YE JU,H4137
MING XIAN HUA ZHU CHANG ZHU LIU LI CAO,H4138
MO DI,H4139
MO E SUAN MO,H4140
MO GU,H4141
MO GUO MA HUANG,H4142
MO GUO QIN,H4143
MO HAN LIAN,H4144
MO JUE,H4145
MO LEI NAN YANG SHEN,H4146
MO LI HUA,H4147
MO LI YU TENG,H4148
MO LUO SHI REN DONG,H4149
MO PAN CAO,H4150
MO SANG BI KE MEI DENG MU,H4151
MO SHI ZI,H4152
MO TAN,H4153
MO XI GE DUI XIN JU,H4154
MO XI GE HAO,H4155
MO XI GE LUO YU SHAN,H4156
MO XI GE XIANG RI KUI,H4157
MO XI GE XUAN HUA,H4158
MO XIANG JING,H4159
MO YAO,H4160
MO ZHI JIAO GU CUI,H4161
MO ZHI JU.,H4162
MU  GUI,H4163
MU  JIN ZI,H4164
MU BAN LAN GEN,H4165
MU BAN SHU,H4166
MU BAN XIA GEN,H4167
MU BEI ZI,H4168
MU BIE GEN,H4169
MU BIE ZI,H4170
MU CHAI HU,H4171
MU DA QING YE,H4172
MU DAN PI,H4173
MU DI XIANG WAN DOU,H4174
MU DING XIANG,H4175
MU DOU SHU,H4176
MU ER,H4177
MU ER DU MA CAO,H4178
MU FANG JI,H4179
MU FU RONG HUA,H4180
MU GUA,H4181
MU GUA GEN,H4182
MU GUA HE,H4183
MU GUA ZHI,H4184
MU GUI,H4185
MU HAO,H4186
MU HAO GEN,H4187
MU HE,H4188
MU HU DIE,H4189
MU HU DIE SHU PI,H4190
MU JI,H4191
MU JIN GEN,H4192
MU JIN HUA,H4193
MU JIN PI,H4194
MU JIN YE,H4195
MU JIN ZI,H4196
MU JING GEN,H4197
MU JING JING,H4198
MU JING LI,H4199
MU JING YE,H4200
MU JING YOU,H4201
MU JING ZI,H4202
MU JU,H4203
MU JU II,H4204
MU JU(3),H4205
MU KU ER MO YAO,H4206
MU LAN,H4207
MU LAN(2),H4208
MU LAN(3),H4209
MU LI,H4210
MU LI LU,H4211
MU LI ROU,H4212
MU MA DOU,H4213
MU MA HUANG,H4214
MU MIAN HUA,H4215
MU SHU DI SHANG BU FEN,H4216
MU TENG LIAO,H4217
MU TI CENG KONG JUN.,H4218
MU TIAN LIAO,H4219
MU TONG,H4220
MU TONG GEN,H4221
MU TONG HAO,H4222
MU TOU HUI,H4223
MU XIANG,H4224
MU XU,H4225
MU XU GEN,H4226
MU YE LONG DAN,H4227
MU ZEI,H4228
MU ZEI MA HUANG,H4229
MU(4) JU,H4230
MYRTUS CUMINI] (MYRTACEAE),H4231
NA ER ZI YU PAN,H4232
NA SHI XI GUA,H4233
NA TENG,H4234
NA TENG GUO,H4235
NAI SANG,H4236
NAN BAN LAN GEN,H4237
NAN BAN LAN GEN JIN GAO FEN,H4238
NAN CHUAN GUAN CHUN HUA,H4239
NAN CHUAN LU SI CAO,H4240
NAN CHUAN SHENG MA,H4241
NAN DA JI,H4242
NAN DAN SHEN,H4243
NAN DE WA MIAN,H4244
NAN FANG LIU LI CAO,H4245
NAN FANG OU LIU LI CAO,H4246
NAN FANG OU SHI NAN,H4247
NAN FANG TU SI  ZI,H4248
NAN FANG TU SI ZI,H4249
NAN FEI GOU MA,H4250
NAN FEI JI TOU SHU,H4251
NAN FEI ZHANG GUI.,H4252
NAN GUA,H4253
NAN GUA ZI,H4254
NAN HE SHI,H4255
NAN LING QIAN HU,H4256
NAN LUN HUAN TENG,H4257
NAN MEI FANG JI.,H4258
NAN MEI NIU NAI CAI,H4259
NAN MEI ZHOU GUI,H4260
NAN MU,H4261
NAN OU DAN SHEN,H4262
NAN RI BEN LEI GONG TENG,H4263
NAN SHA SHEN,H4264
NAN SHAN HUA,H4265
NAN SHAN TENG,H4266
NAN SHE TENG,H4267
NAN SHE TENG GEN,H4268
NAN SHE TENG GUO,H4269
NAN SHE TENG YE,H4270
NAN SHE TENG ZHUANG SHAN CHENG,H4271
NAN SU GE LAN JIA SHAN LUO,H4272
NAN SUAN ZAO,H4273
NAN TIAN ZHU GEN,H4274
NAN TIAN ZHU GENG,H4275
NAN TIAN ZHU YE,H4276
NAN TIAN ZHU ZI,H4277
NAN TONG HAO,H4278
NAN TOU QIU HAI TANG,H4279
NAN WU WEI ZI,H4280
NAN YA HAN XIAO,H4281
NAN YIN DU CHUAN XIN LIAN,H4282
NAN YIN DU SU TIE SHU GUO,H4283
NAN ZHU ZHI,H4284
NANG GAI SI GUA,H4285
NANG ZHUANG MAO RUI HUA,H4286
NANG ZHUANG ZI TAN,H4287
NAO SHA,H4288
NAO SHI,H4289
NAO YANG HUA,H4290
NAO YANG HUA ZI,H4291
NEI FENG XIAO,H4292
NEI GUO BAI CEN,H4293
NEI HUA YI WA JU.,H4294
NEI NAN WU WEI ZI,H4295
NEI ZHE XIANG CHA CAI,H4296
NEN YE JIU LI XIANG,H4297
NEW ZEALAND LIVERWORT TYLIMANTHUS TENELLUS.,H4298
NGUANG-CHUM,H4299
NI BO ER DU HUO,H4300
NI BO ER LAO GUAN CAO,H4301
NI BO ER LU RONG HAO,H4302
NI BO ER LV RONG HAO,H4303
NI BO ER SONG CAO,H4304
NI BO ER WU TOU,H4305
NI BO ER YANG TI,H4306
NI DAN SHEN,H4307
NI DONG FENG LUO.,H4308
NI GU LA SHI CHE JU,H4309
NI GUANG SHI WEI,H4310
NI HU CAI,H4311
NI JIN ZHAN JU,H4312
NI LUO HE CHENG LIU,H4313
NI LUO HE JIN YIN LIAN,H4314
NI RI LI YA LIANG RUI SU MU,H4315
NI TAN XIAN,H4316
NI YU LONG WU TOU,H4317
NI ZHAO MU JIANG ZI,H4318
NIAN BAO CHUN,H4319
NIAN HAO,H4320
NIAN MAO SHU WEI CAO,H4321
NIAN WEI LING CAI,H4322
NIAN XING  TU MU XIANG,H4323
NIAN XING GUO SHI SUAN JIANG.,H4324
NIAN YE YOU(2),H4325
NIAN YU XU,H4326
NIAN YU.,H4327
NIAN ZHI JIN ZHI JU.,H4328
NIAN ZHI LUO LIN,H4329
NIAO PAO CAO,H4330
NING BIAN E TAI.,H4331
NING GU SHUI QIE,H4332
NING GUO BEI MU,H4333
NING MENG,H4334
NING MENG AN YE,H4335
NING MENG GEN,H4336
NING MENG PI,H4337
NING MENG SUAN,H4338
NING MENG YE,H4339
NING XIA BEI MU,H4340
NING XIA GOU QI GEN PI,H4341
NING XIA GOU QI ZI,H4342
NIU,H4343
NIU BANG CAO,H4344
NIU BANG GEN,H4345
NIU BANG JING YE,H4346
NIU BANG YE,H4347
NIU BANG YE DU WU,H4348
NIU BANG ZI,H4349
NIU BIAN,H4350
NIU DA LI,H4351
NIU DAN,H4352
NIU ER DA HUANG,H4353
NIU ER FENG,H4354
NIU ER FENG ZI,H4355
NIU FANG FENG,H4356
NIU FEI,H4357
NIU GAN,H4358
NIU HAO,H4359
NIU HUANG,H4360
NIU JIN CAO,H4361
NIU JIN GUO,H4362
NIU JIN QIAN LI GUANG,H4363
NIU JIN TIAO,H4364
NIU NAO,H4365
NIU PI CHA,H4366
NIU QU SONG YE JU,H4367
NIU QU TI GEN CAO,H4368
NIU RU,H4369
NIU SHE CAO,H4370
NIU SHE TOU,H4371
NIU SHEN,H4372
NIU TENG,H4373
NIU TI DOU,H4374
NIU WEI CAI,H4375
NIU WEI CAO XIANG CHA CAI,H4376
NIU XI,H4377
NIU XI JING YE,H4378
NIU XI XI,H4379
NIU XIN FAN LI ZHI,H4380
NIU XIN FEN,H4381
NIU XIN PIAO ZI,H4382
NIU XIN QIE ZI,H4383
NIU XUAN JIN HE HUAN,H4384
NIU XUE,H4385
NIU YAN MA QIAN,H4386
NIU YAN PENG QI JU.,H4387
NIU YE,H4388
NIU ZHI,H4389
NIU-CHANG CHIH,H4390
NONG DA JI,H4391
NONG JI LI,H4392
NU JIANG SHAN CHA,H4393
NU ZHEN GEN,H4394
NU ZHEN YE,H4395
NU ZHEN ZI,H4396
NUO DAO,H4397
NUO DAO GEN,H4398
NUO WEI QI,H4399
NV ZHEN XIAO LA SHU,H4400
NV ZHEN ZI,H4401
ONYCHIUM AURATUM.,H4402
OU,H4403
OU BO HE,H4404
OU CANG ZHU,H4405
OU DANG GUI,H4406
OU DI SUN,H4407
OU DING XIANG,H4408
OU FANG FENG,H4409
OU FEN,H4410
OU JIE,H4411
OU JIN KUI,H4412
OU LANG DANG,H4413
OU LI REN,H4414
OU LIE DANG,H4415
OU MAN TUO LUO GEN,H4416
OU MI,H4417
OU MIAN MA,H4418
OU PIAN,H4419
OU QIAN HU,H4420
OU SHI NAN,H4421
OU SHU LI,H4422
OU TAN,H4423
OU WU TOU,H4424
OU WUTOU,H4425
OU XI XIN,H4426
OU XIA ZHI CAO,H4427
OU YA GAN CAO,H4428
OU YA QI,H4429
OU YA RUI XIANG,H4430
OU ZE QIN,H4431
OU ZHI,H4432
OU ZHOU BAI LA SHU,H4433
OU ZHOU BAI LI,H4434
OU ZHOU CHI SONG,H4435
OU ZHOU CI BAI,H4436
OU ZHOU CI BAI BIAN ZHONG,H4437
OU ZHOU DU HUO,H4438
OU ZHOU HUA QIU,H4439
OU ZHOU JIA ZHU TAO,H4440
OU ZHOU JUE,H4441
OU ZHOU LAN MO LI,H4442
OU ZHOU LENG SHAN,H4443
OU ZHOU LI,H4444
OU ZHOU LOU DOU CAI,H4445
OU ZHOU MA DOU LING,H4446
OU ZHOU MI FENG HUA,H4447
OU ZHOU MO YAO,H4448
OU ZHOU NV ZHEN,H4449
OU ZHOU PING FENG CAO,H4450
OU ZHOU PING PENG CAO,H4451
OU ZHOU QI MU,H4452
OU ZHOU QI YE SHU,H4453
OU ZHOU QIAN LI GUANG,H4454
OU ZHOU SHAN JIE,H4455
OU ZHOU SHAN YANG,H4456
OU ZHOU SHENG GU YOU,H4457
OU ZHOU SHUI QING GANG,H4458
OU ZHOU SONG LAN,H4459
OU ZHOU TIAN JIE CAI,H4460
OU ZHOU WEI MAO,H4461
OU ZHOU XIAN KE LAI,H4462
OU ZHOU XIAO BO,H4463
OU ZHOU YUN SHAN,H4464
OU ZI CAO,H4465
OU ZI QI,H4466
OW ZHOU YOU CAI,H4467
PA KE YE XIANG SHU,H4468
PA LI BEI FANG SHI DA GONG LAO,H4469
PA SHI BEI KE SHAN,H4470
PAI QIAN CAO,H4471
PAI QIAN CAO GEN,H4472
PAN YUAN CHOU HUANG JING,H4473
PAN YUAN YU TENG,H4474
PAN ZHI GOU TENG,H4475
PAN ZHUANG YE XIA ZHU,H4476
PANG DA HAI,H4477
PANG DA HAI.,H4478
PANG XIE,H4479
PAO DAN GUO,H4480
PAO FU ZI,H4481
PAO HE ZI,H4482
